ASVID	Kingdom	Phylum	Class	Order	Family	Genus	sample_30189	sample_30206	sample_30221	sample_30234	sample_30252	sample_30423	sample_30487	sample_30489	sample_30502	sample_30534	sample_30588	sample_30598	sample_30599	sample_30621	sample_30625	sample_30641	sample_30654	sample_30659	sample_30705	sample_30728	sample_30729	sample_30768	sample_30817	sample_30841	sample_30847	sample_30850	sample_30900	sample_30901	sample_30905	sample_30928	sample_30986	sample_30992	sample_30995	sample_30996	sample_31032	sample_31047	sample_31058	sample_31083	sample_31132	sample_31151	sample_31180	sample_31188	sample_31208	sample_31213	sample_31238	sample_31250	sample_31253	sample_31268	sample_31275	sample_31287	sample_31309	sample_31313	sample_31332	sample_31382	sample_31395	sample_31419	sample_31421	sample_31426	sample_31429	sample_31436	sample_31455	sample_31465	sample_31507	sample_31513	sample_31517
f4cf4740a5952d09fede0f858f6d712c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	47.677621268	37.55145818	49.484341522	39.790854495	60.749133768	37.158789209	49.730526813	40.180645226	60.554980871	39.09510244	41.759880185	36.27318123	44.978151349	42.152429235	60.675604694	60.669116336	60.657092262	48.327325203	37.570782388	60.564705332	60.780420305	39.73755014	49.596089181	49.485841412	49.990879903	40.718350369	45.712981177	36.685295537	43.841791859	42.498863835	41.730085791	48.249352183	36.469357119	38.540434394	60.613587597	38.706933395	49.991120967	47.58825815	49.440805889	44.995683891	45.279170133	39.115743663	60.621262132	38.324051516	60.68911305	39.442384771	49.112210311	60.561924279	38.669926821	48.661308623	41.997529108	60.558177855	60.786537361	60.779964463	39.210336319	37.543854424	38.040378966	37.887139313	40.047716879	60.811350992	60.634545265	38.051087858	37.272092402	60.770719652	46.675125236
9a59097e786a3520a3ff40ec486216c0	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	9.40488664	11.378002153	8.821033513	11.58061615	8.792989785	11.50172882	8.932004771	11.521646728	8.834388551	11.705486193	11.077580533	11.575977934	9.51913129	10.998393673	8.810269471	8.805740521	8.807450463	9.008684149	11.764451807	8.832967117	8.788805153	11.588609953	8.88400073	8.802987076	8.788572094	10.976240635	9.413307663	11.531272887	10.636403685	9.989831099	11.180515299	9.432123128	11.532673958	11.778202116	8.822606251	11.599686139	8.800671909	9.272613503	8.884814203	9.827374172	9.587152612	11.516206683	8.813382644	11.725391295	8.802952104	10.702544838	8.933017267	8.832850048	11.777149498	9.045506121	10.490547601	8.833684997	8.78761358	8.789091517	10.778297567	11.162832224	10.93220965	10.985519779	10.487202002	8.782516912	8.810602898	10.966305399	11.813403917	8.790932559	9.782152387
913381eeccdda389c55f63eea8de1d3d	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae_UCG.002	28.7539024874	36.6608912327	26.5439934045	37.0116158824	37.6780129173	37.1175264386	26.8874897963	36.7715477807	37.8332866806	37.5095332536	35.1054568499	37.4779945063	29.5147002527	34.7921330151	37.7413896254	37.7297314271	37.7368972284	27.3370200265	37.8938088223	37.8272626402	37.6600387808	37.0444587336	26.7436944089	26.481094568	26.3646449246	34.9088165749	29.0564497818	37.2792484523	33.3751504903	31.437750827	35.4465873675	28.7670684353	37.3134409718	37.8133589412	37.7885010956	37.2138009916	26.4065736021	28.3250498418	26.7683308883	30.5313290338	29.6978718228	36.8854146635	37.7607065622	37.6732170273	37.7179755283	34.206651878	26.9759652795	37.8276087923	37.7931178838	27.4141382334	33.1408375905	37.8306864649	37.6554375355	37.6608766984	34.4868309304	35.9730470151	35.1564714676	35.3506528559	33.4243079992	37.6361339437	37.7501760449	35.2648985446	38.0900750796	37.6679221834	30.1458068391
4fd75e97dd0b872243d205832b6de91a	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Romboutsia	8.969329511	7.653616085	9.043686195	8.422322614	7.251224298	7.638845858	9.183867523	8.483698153	7.160076009	8.326485432	8.58293316	7.449489435	8.326075973	8.630740619	7.212341824	7.225443121	7.222102278	8.865463178	7.952405098	7.162695385	7.259070657	8.413676229	9.114801468	9.032203954	9.154337705	8.223916425	8.447938992	7.530309542	8.821201455	7.987970594	8.650888048	9.140099277	7.470695765	8.230266876	7.185715052	8.1390959	9.16246849	8.850610124	9.074663077	8.547435651	8.451973755	8.188771977	7.209971601	8.128974233	7.230854721	7.670732204	9.02083927	7.163556212	8.265526071	8.979298295	8.214682523	7.161663218	7.261578133	7.258226218	7.661875615	7.488879711	7.455117508	7.452189427	7.680087909	7.272685944	7.215975224	7.482888176	7.907845902	7.2542845	8.969390946
6f6168b90fa3f70f9b13cc29d39f4692	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	19.93939377	25.73175714	19.07924081	23.8528545	20.7295959323	25.91032933	18.83579589	23.61382775	20.7680854601	24.25683437	22.85053775	26.51458788	21.76826199	22.63151178	20.7468310432	20.7382525766	20.7392435438	19.7641618	25.36133252	20.7674244574	20.72760062	23.88567112	18.96922709	19.08899962	18.75611912	23.72283794	21.33010525	26.23932862	21.70484701	23.21149143	22.77542965	19.50785737	26.40678156	24.60593953	20.7575750529	24.6588776	18.7487243	20.10876258	19.0729451	21.54925792	21.52773093	24.42939601	20.7434659513	24.82725844	20.7366923956	24.89675228	19.2691453	20.7665443387	24.50703383	19.50861076	23.19844998	20.7673857512	20.7266361139	20.7281304789	25.011653	25.92505916	25.73840098	25.81104027	24.61001994	20.7220559556	20.741021089	25.70666841	25.53957217	20.7296992713	20.35979019
2b451c9db3dbbaf2a9791655bcca78ad	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	10.448237521	12.768056868	9.205053336	14.664645586	10.186444505	13.038221024	9.702137217	14.635792794	10.202253381	14.789592529	13.746597933	12.864004785	9.602707906	13.642279185	10.192641839	10.19235879	10.193214733	9.337444128	14.234646308	10.201498318	10.184229213	14.667740389	9.467718747	9.144060167	9.312775236	12.849913286	9.561549303	12.910027766	13.117701822	10.106923939	14.117553387	10.810461259	12.800181431	14.786250014	10.197589254	14.184844388	9.354544977	9.92518782	9.403518692	10.700277781	9.96742105	14.075747686	10.195900189	14.468388116	10.190946822	11.205093479	9.424681553	10.201696433	14.850204498	9.616447531	11.677455511	10.201997483	10.183733721	10.184261062	11.36406137	11.958524573	11.359753522	11.477947526	10.726278245	10.181742249	10.194809824	11.487551013	14.270182086	10.185005019	11.343221184
dadcf0c13be55ba1317eea59493e0643	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	19.948303057	17.310853515	19.994701319	18.963601392	20.36616562	17.284406344	20.350057063	19.099989064	20.303255668	18.755735083	19.294248206	16.889702153	18.531418859	19.395044123	20.336105258	20.35706815	20.356458969	19.63313392	17.946081377	20.30360013	20.366522374	18.945325247	20.180583537	19.961359457	20.24583374	18.503341008	18.78572347	17.057014624	19.793562823	17.88761952	19.45128557	20.346997354	16.934809829	18.542703618	20.319575554	18.350690375	20.268647442	19.663074815	20.087121123	19.083734968	18.835756918	18.452984746	20.351552781	18.331623397	20.35787808	17.298397942	19.974522174	20.305831072	18.616830399	19.902196193	18.441563173	20.304418913	20.367976662	20.365454624	17.291236424	16.956653383	16.863016789	16.862020528	17.292043815	20.375242725	20.355511383	16.926131383	17.848464907	20.363034288	20.006699638
d610ec12863fbb961a4c7038b7bee4b4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	6.0185619	4.9685534	6.3181543	4.9054169	6.3838655	4.9072401	6.2720702	4.9360375	6.3686899	4.8399595	5.1598114	4.8644128	5.919062	5.2017427	6.3741739	6.3882718	6.3894043	6.2105793	4.7974781	6.3676159	6.3800975	4.9012735	6.291598	6.32672	6.3433045	5.194083	5.9812219	4.8883199	5.3916379	5.662793	5.1128307	6.016926	4.8856528	4.8014851	6.3716064	4.8843383	6.3375394	6.0779652	6.2878669	5.782175	5.8950888	4.9277663	6.3908587	4.8227395	6.3862633	5.2955456	6.2595767	6.3694594	4.8031976	6.2003624	5.4330898	6.3690292	6.3802234	6.3794414	5.2586005	5.0629613	5.1716282	5.1459021	5.3988907	6.3816676	6.3916467	5.1568657	4.772321	6.3790973	5.8298631
365d8272de493d2fd29990c996c0b16c	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	15.58674857	12.08609679	16.37801858	12.40670393	17.81935266	11.91741653	16.35181666	12.528622	17.77824007	12.17475376	13.17028702	11.68266618	14.93861352	13.30799022	17.8023504	17.80631345	17.80450403	16.00215982	11.82083304	17.77951087	17.82366745	12.39012081	16.35767826	16.39109852	16.50827338	13.02654482	15.16807041	11.7985066	13.91497606	14.0876499	13.09154632	15.68768222	11.75328619	12.00983164	17.7900988	12.17052184	16.49972133	15.66163049	16.32405684	14.72779938	14.95559193	12.31417055	17.79849379	12.00271029	17.80928286	12.95157446	16.22085337	17.77983926	12.03703064	16.04704214	13.63447671	17.77897069	17.82479336	17.82326209	12.85052693	12.23443996	12.49829647	12.42940573	13.22650224	17.82985668	17.80114703	12.47703325	11.72496794	17.82147289	15.1110354
710944563f38127375b4f89f3e7be8f2	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_2	20.61227416	21.22708331	20.42133822	21.28243174	16.11472816	21.26341883	20.45794395	21.26503638	16.12181192	21.31928428	21.13343403	21.2837778	20.64838298	21.10881133	16.11886228	16.1137233	16.11338513	20.48428529	21.33570144	16.12203789	16.11584864	21.28459625	20.44368905	20.41498727	20.41102667	21.10374441	20.61433604	21.27165862	20.99658381	20.80217549	21.16183642	20.61713707	21.27214857	21.33932945	16.12032259	21.28891401	20.4154665	20.57042103	20.44368979	20.74766822	20.67251158	21.26389524	16.1131388	21.32505763	16.11433412	21.02468652	20.4596236	16.121508	21.33919562	20.49640322	20.95671366	16.12167759	16.11572674	16.11603392	21.04824498	21.16457299	21.09397963	21.11039283	20.95894767	16.11500156	16.11270395	21.10475261	21.3491874	16.11625207	20.72958219
b75be416eb34fea63a6e16bf9e2b824d	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	5.0170314	5.4924414	4.5654703	6.3918002	3.034856	5.5843881	4.8010731	6.3997732	2.9922133	6.407168	6.111958	5.4687723	4.5021719	6.0885248	3.013659	3.0308394	3.0308659	4.563575	6.100263	2.9921676	3.0338726	6.3903163	4.691989	4.5378836	4.6433671	5.6838981	4.5251098	5.5072635	5.955969	4.6011273	6.2638788	5.2037849	5.4526632	6.3758853	3.0028797	6.1390396	4.6624282	4.7862464	4.6537493	4.9882937	4.685646	6.1142039	3.0283827	6.2362753	3.0306272	4.9248635	4.6452414	2.9939653	6.408446	4.7059556	5.2545211	2.9930027	3.0348215	3.0330899	4.983087	5.1531787	4.9201642	4.9638275	4.7462635	3.0396598	3.0310805	4.9763751	6.0987797	3.0314994	5.348462
01c8127815ce33e87fa8fd5afb6680c0	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	6.814744902	8.496760166	6.582150429	7.908608209	3.876119557	8.545145087	6.496192855	7.839561773	3.861337388	8.025774134	7.627024154	8.725733492	7.389193366	7.563629617	3.870365516	3.870433726	3.869606053	6.786939342	8.357976668	3.862055486	3.878278471	7.918192942	6.540756214	6.586550287	6.479591963	7.899940152	7.255865556	8.644881521	7.2973909	7.810750204	7.599358847	6.678069047	8.69536536	8.128036508	3.8657121	8.152784425	6.476296826	6.876240105	6.574742449	7.292976271	7.303342275	8.086694372	3.867033214	8.197841001	3.871803282	8.28532191	6.634096256	3.861856754	8.09811453	6.701867673	7.766322378	3.861576353	3.878747032	3.87825271	8.314861566	8.572296994	8.533158672	8.551239371	8.214584699	3.88062173	3.868062263	8.519870228	8.409732639	3.877551218	6.924200411
43735d8d54ed078c77b519b29686a8ae	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	23.51229266	18.37117157	24.1857004	20.24537849	23.38283913	18.22746578	24.47084949	20.46124614	23.28017658	19.88334528	21.09891599	17.66156964	21.70824803	21.293064	23.34942248	23.32556482	23.31640388	23.55898623	18.83432126	23.28837936	23.40825755	20.21557883	24.32458732	24.16914523	24.50652014	20.22488024	22.11818669	17.91429891	22.10591956	20.42551711	21.19500411	23.94804063	17.75505158	19.56340334	23.31323852	19.47351301	24.5186342	23.3046582	24.21735584	22.04147301	21.98654182	19.67594441	23.29140201	19.33989788	23.34095607	18.98983055	24.03496787	23.28333463	19.65797651	23.83213353	20.60644928	23.28165743	23.41216045	23.40923693	18.90282323	18.11954673	18.22661266	18.17355148	19.19636268	23.42602505	23.29908903	18.27109736	18.67331428	23.40368771	23.20305068
2487fbf43fe34f5bc7b7a963576c9e1a	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae_UCG.003	7.29491253	5.39893183	7.80292656	5.37686953	7.73087918	5.2941118	7.73590043	5.43613901	7.70721326	5.25649494	5.82215942	5.19854205	7.07305897	5.89710632	7.72137664	7.72259423	7.72142128	7.60881093	5.14129334	7.70819239	7.73385005	5.36879787	7.76310325	7.81628077	7.85233828	5.83978295	7.18648521	5.24946805	6.23400843	6.61058658	5.75012873	7.30561704	5.23738455	5.18030442	7.71411295	5.30962733	7.84343023	7.38333009	7.75439297	6.85894164	7.04096411	5.38796948	7.71763366	5.2045949	7.72452672	5.95775706	7.70301032	7.70807537	5.18748356	7.60015037	6.24072484	7.70760871	7.73456084	7.7337397	5.8934718	5.54298971	5.72606881	5.68173015	6.13612018	7.7375186	7.71923889	5.70346586	5.09345071	7.73265443	6.97886733
2d4c52eaf2e14d3d492418cc526dc0ad	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1	20.025443895	16.543505649	20.62350938	17.39342747	15.153831766	16.414052821	20.717250217	17.527270355	15.024259986	17.155331706	18.052353078	16.09169987	19.054951297	18.184914816	15.098047936	15.118565212	15.114077766	20.225078458	16.603059196	15.027687579	15.164167187	17.374543998	20.667566724	20.623330967	20.800934924	17.660578281	19.311372595	16.240529941	18.753882765	18.196563129	18.049512687	20.226203888	16.159400138	16.961463393	15.060511909	17.000006878	20.802011048	19.979339691	20.612176295	19.093067983	19.171910877	17.1399039	15.097391262	16.874311726	15.125809108	17.156401976	20.498767991	15.029257478	17.009699631	20.34738401	18.072645468	15.026537037	15.167670754	15.162852391	17.079453403	16.51065167	16.663588784	16.614140737	17.353251107	15.183393176	15.105871568	16.672728952	16.499079331	15.157309866	19.696858406
4b9af26e8f26b36f14ca6a09a41bed40	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	11.976619216	9.235684833	12.641583896	9.393808471	15.026712923	9.097385172	12.586953813	9.485692057	14.971590977	9.215733907	10.004619198	8.92654155	11.547525127	10.111803791	15.008239117	14.997465137	14.992827874	12.354442768	8.973879258	14.975726561	15.039473487	9.381188608	12.606063723	12.655951076	12.728241146	9.939239819	11.719142287	9.013111455	10.588081181	10.877579533	9.928210762	12.028336523	8.982348427	9.093302101	14.989136285	9.237450887	12.718809628	12.061957153	12.586509275	11.321165266	11.533073165	9.350054662	14.980013182	9.099657021	15.005245894	9.962552631	12.509143614	14.973328102	9.111466243	12.368333088	10.451634042	14.972402339	15.041507989	15.039894829	9.877085225	9.383499173	9.613284019	9.555015594	10.196686522	15.048872922	14.98407185	9.590318501	8.900914512	15.036977596	11.572656431
e2f8fa9dadc76e2311768fb0f8987684	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus_1	11.8559519146	14.0204937457	11.1264164301	14.4243834989	13.5757732476	14.1672322498	11.3070511341	14.3655498306	13.5775180083	14.555002944	13.8479219414	14.217335829	11.8387496177	13.76074458	13.5762602095	13.5769841225	13.5771716231	11.3239028073	14.5473291819	13.5772484381	13.5751806751	14.4320810151	11.2305007692	11.0993474013	11.1158697152	13.6472333049	11.7360279576	14.1798596997	13.3563190685	12.3628316517	13.9849363904	11.9277150669	14.1705136279	14.6204820854	13.576958542	14.389515815	11.1343756694	11.6606985808	11.2198114535	12.2905458425	11.9647077951	14.2981591594	13.5777025684	14.5384675491	13.5766693768	13.1889846081	11.2677418329	13.577502835	14.6264438797	11.4014964456	13.0464708472	13.5775087105	13.5750793339	13.575093199	13.2832628769	13.7221591121	13.4247060691	13.4914060817	12.9193109851	13.5748250236	13.57752358	13.4748094881	14.5958214671	13.5752161907	12.3269630042
5b6ea7874b08246b5f8dd967b4815d70	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	11.353939375	16.425817546	9.213560638	18.741920162	5.129579754	16.877101521	9.931865259	18.631426427	5.116777426	19.035845164	17.10077674	16.789356013	10.507327722	16.886320982	5.121372131	5.133360271	5.134343466	9.591250429	18.513474178	5.115940904	5.126390983	18.755575784	9.60522566	9.120051862	9.310187928	15.996052457	10.339743565	16.777186247	15.854656749	11.675953425	17.632510652	11.799560393	16.664521541	19.123547137	5.119187746	18.249072865	9.374304347	10.597584256	9.526587086	12.161742144	11.030621074	18.023425277	5.135582218	18.716524659	5.131613359	13.821647324	9.606802357	5.117397342	19.190416962	9.964561034	14.087849715	5.117051187	5.126522302	5.125891434	14.100611754	15.257491605	14.284873658	14.487433215	13.001297066	5.127745108	5.136294987	14.47404782	18.613795766	5.125582146	12.823823567
